gene_symbol,gene_name,regulation,entrez_id,p_value,BH_adjusted_p_value,bonferroni_p_value,probe_id,X,probe_name,is_reannotated,chromosome
STRADA,STE20 related adaptor alpha,Down,92335,0.18283879790477742,0.4656530321003156,1,1027468,13907,A_24_P147407,FALSE,chr17
CTSS,cathepsin S,Up,1520,0.18301309644306438,0.4658599765584257,1,1057828,40521,A_23_P46141,FALSE,chr1
PCDHGB7,"protocadherin gamma subfamily B, 7",Down,56099,0.18301309644306438,0.4658599765584257,1,1041367,26453,CUST_1627_PI416261804,FALSE,chr5
PEA15,proliferation and apoptosis adaptor protein 15,Up,8682,0.1831293638625968,0.46591906751017387,1,1049431,33739,A_24_P250964,FALSE,chr1
PRR5,proline rich 5,Up,55615,0.1831293638625968,0.46591906751017387,1,1029229,15430,A_23_P80382,FALSE,chr22
FZD10,frizzled class receptor 10,Up,11211,0.18353673088993905,0.46677756146613947,1,1046476,31106,A_23_P203972,FALSE,chr12
RIOX1,ribosomal oxygenase 1,Down,79697,0.18359498093588641,0.46677756146613947,1,1039065,24372,A_23_P163117,FALSE,chr14
KCNAB1,potassium voltage-gated channel subfamily A member regulatory beta subunit 1,Down,7881,0.1836532446751138,0.46677756146613947,1,1023926,44979,A_23_P113645,FALSE,chr3
KLHL5,kelch like family member 5,Down,51088,0.1836532446751138,0.46677756146613947,1,1023756,10687,A_24_P17710,FALSE,chr4
JADE1,jade family PHD finger 1,Down,79960,0.18376981323900132,0.46695531839009374,1,1038764,24091,A_23_P410587,FALSE,chr4
CCDC15,coiled-coil domain containing 15,Down,80071,0.18406147437892884,0.46757777890172336,1,1038678,24011,A_23_P98477,FALSE,chr11
NPLOC4,"NPL4 homolog, ubiquitin recognition factor",Up,55666,0.1841198477146868,0.4676074448427273,1,1041720,26784,A_23_P72044,FALSE,chr17
PIK3C2B,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta,Down,5287,0.1845873279281318,0.4684089298811848,1,1053071,36722,A_23_P200710,FALSE,chr1
USP35,ubiquitin specific peptidase 35,Up,57558,0.1845873279281318,0.4684089298811848,1,1015636,44643,A_23_P116602,FALSE,chr11
TMEM18,transmembrane protein 18,Up,129787,0.1846458246666083,0.4684089298811848,1,1035379,20954,A_23_P79599,FALSE,chr2
TEX29,testis expressed 29,Down,121793,0.1846458246666083,0.4684089298811848,1,1035804,21348,A_24_P56330,FALSE,chr13
SNN,stannin,Up,8303,0.18476285930004793,0.4684089298811848,1,1049866,34130,A_24_P30923,FALSE,chr16
STARD4,StAR related lipid transfer domain containing 4,Up,134429,0.18476285930004793,0.4684089298811848,1,1035178,20770,CUST_6783_PI416261804,FALSE,chr5
GIMAP1,"GTPase, IMAP family member 1",Up,170575,0.18476285930004793,0.4684089298811848,1,1033698,19422,A_23_P427023,FALSE,chr7
FGF7P3,fibroblast growth factor 7 pseudogene 3,Down,654466,0.18482139719778792,0.46843874248004264,1,1019612,46327,A_24_P473972,TRUE,chr9
PXDC1,PX domain containing 1,Up,221749,0.18517291280589115,0.469210918228288,1,1018988,6802,A_24_P272290,FALSE,chr6
SERPINI2,serpin family I member 2,Up,5276,0.18523154679045217,0.46924075627614165,1,1053084,36732,A_23_P132826,FALSE,chr3
ZNF74,zinc finger protein 74,Up,7625,0.1853488559576424,0.46941918147694256,1,1019292,7033,A_23_P17739,FALSE,chr22
FAM167A-AS1,FAM167A antisense RNA 1,Up,83656,0.18558363912300913,0.4697761785080418,1,1016259,4677,A_23_P256965,FALSE,chr8
ATP5PO,ATP synthase peripheral stalk subunit OSCP,Up,539,0.18558363912300913,0.4697761785080418,1,1058931,41486,CUST_13597_PI416261804,FALSE,chr21
CPT1C,carnitine palmitoyltransferase 1C,Up,126129,0.1856423692621987,0.4698060868818948,1,1035605,21165,A_23_P16283,FALSE,chr19
PRXL2B,peroxiredoxin like 2B,Up,127281,0.18570111314328833,0.4698360149107855,1,1035520,21083,A_32_P84289,FALSE,chr1
DDX31,DEAD-box helicase 31,Down,64794,0.18581864213668584,0.4699859494820085,1,1039708,24961,A_23_P60405,FALSE,chr9
CYP4V2,cytochrome P450 family 4 subfamily V member 2,Down,285440,0.1858774272517511,0.4699859494820085,1,1032320,18189,A_32_P23838,FALSE,chr4
LRCH3,leucine rich repeats and calponin homology domain containing 3,Down,84859,0.1859362261142314,0.4699859494820085,1,1066677,43714,A_23_P435904,TRUE,chr3
SRP68,signal recognition particle 68,Up,6730,0.18599503872550427,0.4699859494820085,1,1051141,35228,A_23_P118353,FALSE,chr17
KCTD11,potassium channel tetramerization domain containing 11,Up,147040,0.18599503872550427,0.4699859494820085,1,1034638,20273,A_23_P354027,FALSE,chr17
ICE1,interactor of little elongation complex ELL subunit 1,Up,23379,0.1860538650869465,0.47001599520198845,1,1017554,5660,A_32_P35800,FALSE,chr5
NAXE,NAD(P)HX epimerase,Up,128240,0.18617155906584382,0.47007614535687336,1,1035461,21031,A_23_P126448,FALSE,chr1
CRACDL,KIAA1211 like,Up,343990,0.18617155906584382,0.47007614535687336,1,1031876,17780,A_24_P272313,FALSE,chr2
CNOT7,CCR4-NOT transcription complex subunit 7,Down,29883,0.18623042668605,0.4701062497691214,1,1066724,43730,A_32_P1144,TRUE,chr8
S100Z,S100 calcium binding protein Z,Up,170591,0.18628930806192764,0.47013637372281847,1,1033694,19418,A_24_P12136,FALSE,chr5
ATPAF2,ATP synthase mitochondrial F1 complex assembly factor 2,Down,91647,0.18646603473732815,0.470463812511868,1,1036710,22179,A_23_P418493,FALSE,chr17
TRAF3IP3,TRAF3 interacting protein 3,Up,80342,0.1865249406329188,0.4704938930725564,1,1038496,23843,A_23_P334414,FALSE,chr1
MEF2A,myocyte enhancer factor 2A,Up,4205,0.18658392132446472,0.470524147102289,1,1020442,7976,A_23_P353652,FALSE,chr15
ADTRP,androgen dependent TFPI regulating protein,Up,84830,0.18664288526320977,0.47055434366208027,1,1016207,4634,A_23_P156826,FALSE,chr6
FOXJ3,forkhead box J3,Up,22887,0.18705601833895227,0.4714772130999919,1,1046213,30865,A_23_P566,FALSE,chr1
NRXN3,neurexin 3,Down,9369,0.1871150924382732,0.4715074322287035,1,1020023,44843,A_23_P251841,FALSE,chr14
METTL24,methyltransferase like 24,Down,728464,0.18735152661148874,0.47198444968237696,1,1011978,1242,CUST_603_PI416379584,FALSE,chr6
PLEKHA1,pleckstrin homology domain containing A1,Down,59338,0.1875289969443484,0.472193959115088,1,1040265,25472,A_24_P269814,FALSE,chr10
BMPR2,bone morphogenetic protein receptor type 2,Up,659,0.1875289969443484,0.472193959115088,1,1058785,41351,A_23_P96144,FALSE,chr2
C10orf90,chromosome 10 open reading frame 90,Down,118611,0.187588181291708,0.47222424521245954,1,1035928,21459,A_32_P191441,FALSE,chr10
MRTO4,"MRT4 homolog, ribosome maturation factor",Up,51154,0.1877065913492111,0.4722848758218593,1,1043700,28585,A_23_P35099,FALSE,chr1
RDH13,retinol dehydrogenase 13,Up,112724,0.1877065913492111,0.4722848758218593,1,1018747,6613,A_23_P39185,FALSE,chr19_GL949746v1_alt
FRYL,FRY like transcription coactivator,Down,285527,0.1877658170620776,0.47231522031139034,1,1014232,3067,A_24_P68229,FALSE,chr4
CEP72,centrosomal protein 72,Up,55722,0.1878250565661683,0.47234558424249357,1,1041653,26720,A_23_P302654,FALSE,chr5
LAMTOR3,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 3",Up,8649,0.18800285783938417,0.4726740191824235,1,1020531,8057,A_23_P110362,FALSE,chr4
SLC24A2,solute carrier family 24 member 2,Down,25769,0.18806215252196729,0.47270441650476414,1,1067443,43895,A_32_P154941,TRUE,chr9
RMND1,required for meiotic nuclear division 1 homolog,Up,55005,0.18818078328254872,0.47276526939072827,1,1042396,27395,A_24_P343271,FALSE,chr6
SYPL1,synaptophysin like 1,Down,6856,0.18818078328254872,0.47276526939072827,1,1027557,13992,A_24_P141005,FALSE,chr7
GPN1,GPN-loop GTPase 1,Up,11321,0.18824011936326118,0.4727957249319532,1,1016260,4678,A_23_P17144,FALSE,chr2
TCTN2,tectonic family member 2,Down,79867,0.18835883293231076,0.4728566941549661,1,1012770,1873,CUST_9539_PI416261804,FALSE,chr12
PDK3,pyruvate dehydrogenase kinase 3,Up,5165,0.18835883293231076,0.4728566941549661,1,1067430,43891,A_32_P214503,TRUE,chrX
TMEM150C,transmembrane protein 150C,Up,441027,0.18841821042335882,0.47288720781441484,1,1064016,43061,A_32_P103678,TRUE,chr4
SPTBN5,"spectrin beta, non-erythrocytic 5",Up,51332,0.18889372748700312,0.4739618609508517,1,1043499,28394,CUST_5572_PI416261804,FALSE,chr15
MIF4GD,MIF4G domain containing,Up,57409,0.1889532161505464,0.4739923613556041,1,1040685,25861,A_24_P382026,FALSE,chr17
LONRF1,LON peptidase N-terminal domain and ring finger 1,Down,91694,0.18907227432875454,0.4741453512220777,1,1036702,22171,A_24_P406480,FALSE,chr8_KZ208915v1_fix
CLSTN1,calsyntenin 1,Up,22883,0.18919137465943928,0.4741453512220777,1,1027463,13903,A_24_P191067,FALSE,chr1
NRG3,neuregulin 3,Up,10718,0.18919137465943928,0.4741453512220777,1,1024386,11275,CUST_14420_PI416261804,FALSE,chr10
TRIM58,tripartite motif containing 58,Up,25893,0.1892509455596809,0.4741453512220777,1,1045244,29979,CUST_221_PI417507815,FALSE,chr1
TCOF1,treacle ribosome biogenesis factor 1,Down,6949,0.1892509455596809,0.4741453512220777,1,1025148,11905,A_24_P243396,FALSE,chr5
C1orf74,chromosome 1 open reading frame 74,Up,148304,0.18937011569613146,0.4742066692099739,1,1034532,20181,A_23_P12147,FALSE,chr1
PLEKHA5,pleckstrin homology domain containing A5,Down,54477,0.18937012883669718,0.4742066692099739,1,1016521,44687,A_23_P218068,FALSE,chr12
TMEM106C,transmembrane protein 106C,Up,79022,0.18948936742473074,0.4743295364986508,1,1012428,1588,CUST_9987_PI416261804,FALSE,chr12
SLC30A10,solute carrier family 30 member 10,Up,55532,0.1895490074637419,0.4743295364986508,1,1041850,26903,A_23_P86242,FALSE,chr1
VWC2,von Willebrand factor C domain containing 2,Up,375567,0.18960866133454155,0.4743295364986508,1,1031573,17502,A_23_P157338,FALSE,chr7
SREBF2,sterol regulatory element binding transcription factor 2,Up,6721,0.18960866133454155,0.4743295364986508,1,1067243,43843,A_23_P166502,FALSE,chr22
MOB3B,MOB kinase activator 3B,Down,79817,0.1896683290384735,0.47436030144637203,1,1038917,45394,A_24_P32085,FALSE,chr9
MERTK,"MER proto-oncogene, tyrosine kinase",Down,10461,0.18984741516249062,0.4746896418070365,1,1047385,31914,CUST_1140_PI416379584,FALSE,chr2
PAQR3,progestin and adipoQ receptor family member 3,Down,152559,0.19002662583301494,0.4750191290793339,1,1023044,10070,A_23_P337875,FALSE,chr4
KCNK12,potassium two pore domain channel subfamily K member 12,Down,56660,0.19020596108623422,0.4753487632437109,1,1041195,26287,A_23_P108883,FALSE,chr2
ZFHX4,zinc finger homeobox 4,Down,79776,0.19032558715217252,0.4755290493367903,1,1038968,24282,A_23_P43095,FALSE,chr8
ELOF1,elongation factor 1 homolog,Up,84337,0.1903854209582917,0.47553400571384224,1,1037628,23025,A_23_P130689,FALSE,chr19
GRPR,gastrin releasing peptide receptor,Down,2925,0.19044526861495986,0.47553400571384224,1,1029188,15391,A_24_P357266,FALSE,chrX
COPS5,COP9 signalosome subunit 5,Up,10987,0.19056500548528552,0.47553400571384224,1,1046718,31332,A_23_P71419,FALSE,chr8
RNF175,ring finger protein 175,Up,285533,0.19056500548528552,0.47553400571384224,1,1032305,18177,A_23_P340263,FALSE,chr4
MR1,"major histocompatibility complex, class I-related",Up,3140,0.19056500548528552,0.47553400571384224,1,1060115,46045,A_23_P201837,FALSE,chr1
LMBRD2,LMBR1 domain containing 2,Down,92255,0.19104450725543878,0.47652403801415916,1,1025210,11962,A_32_P8952,FALSE,chr5
PTPRR,protein tyrosine phosphatase receptor type R,Up,5801,0.19110450735618764,0.47652403801415916,1,1052425,36168,A_23_P47924,FALSE,chr12
CNRIP1,cannabinoid receptor interacting protein 1,Up,25927,0.19110450735618764,0.47652403801415916,1,1045205,29940,A_23_P329353,FALSE,chr2
LYPD8,LY6/PLAUR domain containing 8,Up,646627,0.19116452132347897,0.47655502029706703,1,1017528,5642,A_24_P164998,FALSE,chr1
RYR3,ryanodine receptor 3,Up,6263,0.19128459086300434,0.47673566274318696,1,1051860,35765,CUST_9927_PI416261804,FALSE,chr15
SLC6A6,solute carrier family 6 member 6,Up,6533,0.19140471588464142,0.4769163535378948,1,1051451,35472,A_24_P46093,FALSE,chr3
PLCB1,phospholipase C beta 1,Down,23236,0.19152489639900785,0.47709709267155836,1,1045889,30561,A_24_P941643,FALSE,chr20
SPRY2,sprouty RTK signaling antagonist 2,Down,10253,0.19158500746928012,0.47712814344625,1,1047635,32139,A_23_P128698,FALSE,chr13
CDC34,cell division cycle 34,Up,997,0.19176542394835405,0.47728368376535113,1,1058406,46009,A_23_P164999,FALSE,chr19
TBXAS1,thromboxane A synthase 1,Up,6916,0.19182559053521142,0.47728368376535113,1,1019912,7524,A_32_P212886,FALSE,chr7
EXTL3,exostosin like glycosyltransferase 3,Down,2137,0.19188577100452403,0.47728368376535113,1,1057137,39948,A_23_P384405,FALSE,chr8
EMC2,ER membrane protein complex subunit 2,Down,9694,0.19188577100452403,0.47728368376535113,1,1048266,32712,A_23_P60002,FALSE,chr8
ZNF485,zinc finger protein 485,Down,220992,0.19188577100452403,0.47728368376535113,1,1033201,18970,A_23_P115861,FALSE,chr10
SLC18B1,solute carrier family 18 member B1,Down,116843,0.1920663957204145,0.47749575142607514,1,1036009,21528,A_23_P134113,FALSE,chr6
NANOS1,nanos C2HC-type zinc finger 1,Up,340719,0.1920663957204145,0.47749575142607514,1,1031942,17843,A_24_P383609,FALSE,chr10
SMPX,small muscle protein X-linked,Down,23676,0.19236771468598446,0.47800751733633956,1,1045442,30156,A_23_P253542,FALSE,chrX
FBLN2,fibulin 2,Up,2199,0.19236771468598446,0.47800751733633956,1,1030004,16129,A_23_P143981,FALSE,chr3
KIAA1549L,KIAA1549 like,Down,25758,0.19248833952334019,0.4781885963747776,1,1016691,4997,A_23_P64121,FALSE,chr11
GCC1,GRIP and coiled-coil domain containing 1,Down,79571,0.1926693810099446,0.4785196382523773,1,1039218,24519,A_23_P71091,FALSE,chr7
NPPB,natriuretic peptide B,Down,4879,0.19272975597222822,0.47855089915841637,1,1053621,37189,A_23_P62752,FALSE,chr1
EFEMP1,EGF containing fibulin extracellular matrix protein 1,Up,2202,0.19279014483674406,0.47858217907663736,1,1022947,9991,A_23_P501007,FALSE,chr2
TBRG1,transforming growth factor beta regulator 1,Up,84897,0.19303183934340232,0.4789447074293436,1,1015123,3806,A_24_P21752,FALSE,chr11
ARHGDIB,Rho GDP dissociation inhibitor beta,Up,397,0.19303183934340232,0.4789447074293436,1,1059073,41615,A_23_P151075,FALSE,chr12
ATXN7L3,ataxin 7 like 3,Up,56970,0.19321325626116356,0.4792760832794877,1,1018069,6062,A_23_P421935,FALSE,chr17
LAMB2,laminin subunit beta 2,Up,3913,0.19333427043446122,0.47933879280284597,1,1054635,45893,A_23_P21382,FALSE,chr3
CCDC177,coiled-coil domain containing 177,Down,56936,0.19333427043446122,0.47933879280284597,1,1016436,4810,A_23_P14295,FALSE,chr14
COMMD3,COMM domain containing 3,Up,23412,0.19339479839347523,0.4793701760178864,1,1045738,30424,CUST_1619_PI416261804,FALSE,chr10
PPP2R1B,protein phosphatase 2 scaffold subunit Abeta,Up,5519,0.1938188838460991,0.4801836474108947,1,1052774,36471,A_23_P52793,FALSE,chr11
MBD5,methyl-CpG binding domain protein 5,Down,55777,0.1938188838460991,0.4801836474108947,1,1041591,26662,CUST_220_PI416379584,FALSE,chr2
REEP3,receptor accessory protein 3,Down,221035,0.19387952317493534,0.4802150742205794,1,1033198,18969,A_23_P75033,FALSE,chr10
DMWD,"DM1 locus, WD repeat containing",Up,1762,0.19406152472925953,0.4802538524374704,1,1030977,16975,CUST_2111_PI416261804,FALSE,chr19
KRAS,"KRAS proto-oncogene, GTPase",Up,3845,0.19406152472925953,0.4802538524374704,1,1029728,15870,A_23_P306500,FALSE,chr12
TAPBP,TAP binding protein,Up,6892,0.19412221977431462,0.4802538524374704,1,1050967,35080,A_23_P365719,FALSE,chr6_GL000251v2_alt
SPAG8,sperm associated antigen 8,Down,26206,0.19412221977431462,0.4802538524374704,1,1021937,47586,CUST_573_PI416379584,FALSE,chr9
CHRM2,cholinergic receptor muscarinic 2,Up,1129,0.1941829287516794,0.4802538524374704,1,1029136,15353,CUST_1958_PI417557136,FALSE,chr7
ADH5,"alcohol dehydrogenase 5 (class III), chi polypeptide",Up,128,0.1941829287516794,0.4802538524374704,1,1059376,41886,A_32_P198399,FALSE,chr4
EEF1A1,eukaryotic translation elongation factor 1 alpha 1,Up,1915,0.1944259040102449,0.48073605006384995,1,1016753,47221,CUST_2812_PI416261804,TRUE,chr6
CHCHD3,coiled-coil-helix-coiled-coil-helix domain containing 3,Up,54927,0.19460828180710665,0.48089410265785026,1,1042513,27507,A_23_P251927,FALSE,chr7
SPSB1,splA/ryanodine receptor domain and SOCS box containing 1,Down,80176,0.19466910228973253,0.48089410265785026,1,1038619,23956,A_24_P96961,FALSE,chr1
KLHL42,kelch like family member 42,Up,57542,0.19466910228973253,0.48089410265785026,1,1029964,16089,A_24_P940576,FALSE,chr12
HTATSF1,HIV-1 Tat specific factor 1,Up,27336,0.19472993671635538,0.48089410265785026,1,1044471,29267,A_23_P45345,FALSE,chrX
DNAJC10,DnaJ heat shock protein family (Hsp40) member C10,Up,54431,0.19472993671635538,0.48089410265785026,1,1042945,27894,A_23_P319133,FALSE,chr2
ANKRD13D,ankyrin repeat domain 13D,Up,338692,0.19491252367315978,0.4811077180337742,1,1032080,17971,A_24_P76105,FALSE,chr11
GINS3,GINS complex subunit 3,Up,64785,0.19491252367315978,0.4811077180337742,1,1016631,4955,A_23_P152136,FALSE,chr16
GIPR,gastric inhibitory polypeptide receptor,Down,2696,0.19515616824339682,0.4814717587556974,1,1056421,39390,A_24_P373768,FALSE,chr19
AZIN2,antizyme inhibitor 2,Up,113451,0.19515616824339682,0.4814717587556974,1,1036313,21813,A_24_P11462,FALSE,chr1
SLC35F3,solute carrier family 35 member F3,Down,148641,0.1952171142685924,0.48150349317381386,1,1034512,20162,A_23_P422212,FALSE,chr1
ATP6V1E2,ATPase H+ transporting V1 subunit E2,Down,90423,0.19527807424942573,0.48153524637620027,1,1036870,22323,A_23_P143047,FALSE,chr2
KLF2,Kruppel like factor 2,Up,10365,0.19552205375493706,0.4818995437612453,1,1047502,32014,A_23_P119196,FALSE,chr19
KIF5C,kinesin family member 5C,Down,3800,0.19552205375493706,0.4818995437612453,1,1016264,4681,A_32_P154473,FALSE,chr2
YIPF5,Yip1 domain family member 5,Up,81555,0.19564412727504482,0.4820817644026326,1,1028206,14584,A_24_P328969,FALSE,chr5
TMEM185A,transmembrane protein 185A,Up,84548,0.195766256653789,0.4822640329965665,1,1037521,22926,A_23_P255601,FALSE,chrX
ALKBH6,alkB homolog 6,Up,84964,0.196132980044689,0.48304861342044164,1,1028862,15127,A_23_P39402,FALSE,chr19
DERL2,derlin 2,Down,51009,0.19637774178686587,0.48339058429141074,1,1043894,28748,A_23_P118749,FALSE,chr17
C1orf194,chromosome 1 open reading frame 194,Down,127003,0.1964389671693562,0.48339058429141074,1,1010486,162,A_32_P15512,FALSE,chr1
FNDC9,fibronectin type III domain containing 9,Down,408263,0.19650020653318492,0.48339058429141074,1,1031108,17093,A_23_P306489,FALSE,chr5
ANP32A,acidic nuclear phosphoprotein 32 family member A,Down,8125,0.19656145987963097,0.48339058429141074,1,1049959,34219,A_32_P186027,FALSE,chr15
UBTD1,ubiquitin domain containing 1,Up,80019,0.19656145987963097,0.48339058429141074,1,1038709,24040,CUST_992_PI416261804,FALSE,chr10
GRB2,growth factor receptor bound protein 2,Up,2885,0.19656145987963097,0.48339058429141074,1,1028267,14642,A_24_P407717,FALSE,chr17
DPP3,dipeptidyl peptidase 3,Up,10072,0.19674530382745375,0.4837239068323403,1,1023316,10312,A_23_P116091,FALSE,chr11
QDPR,quinoid dihydropteridine reductase,Down,5860,0.19686793639584338,0.4839066065458949,1,1068870,47446,A_23_P167212,FALSE,chr4
TUBGCP2,tubulin gamma complex associated protein 2,Up,10844,0.19711336942616273,0.4843909893088573,1,1046922,31503,CUST_1090_PI416261804,FALSE,chr10
TESK2,testis associated actin remodelling kinase 2,Down,10420,0.19723616990847634,0.4845738482491369,1,1047436,31957,A_23_P9875,FALSE,chr1
RPS6KA5,ribosomal protein S6 kinase A5,Up,9252,0.1976049073461404,0.4853606922159063,1,1048796,33174,A_23_P37375,FALSE,chr14
PHIP,pleckstrin homology domain interacting protein,Down,55023,0.1976664125977337,0.4853927061681475,1,1042368,27369,A_23_P145437,FALSE,chr6
SOX4,SRY-box transcription factor 4,Up,6659,0.1979125736848412,0.4858780369894581,1,1051221,35300,A_23_P82169,FALSE,chr6
DENND1A,DENN domain containing 1A,Down,57706,0.19797414898313356,0.48591008037183814,1,1030242,16349,A_32_P23854,FALSE,chr9
REV3L,"REV3 like, DNA directed polymerase zeta catalytic subunit",Down,5980,0.19803573829456292,0.48594214243610706,1,1052221,35986,A_23_P214139,FALSE,chr6
BAD,BCL2 associated agonist of cell death,Up,572,0.1982822356969273,0.4863086721207519,1,1030759,16776,CUST_106_PI416408490,FALSE,chr11
DMAC2L,distal membrane arm assembly complex 2 like,Up,27109,0.1982822356969273,0.4863086721207519,1,1026376,12990,CUST_703_PI416261804,FALSE,chr14
RPS6KA4,ribosomal protein S6 kinase A4,Up,8986,0.19834389509299435,0.48634078488277316,1,1030030,16153,A_23_P35791,FALSE,chr11
